acc_1_x,acc_1_y,acc_1_z,gyr_1_x,gyr_1_y,acc_2_x,acc_2_y,acc_2_z,gyr_2_x,gyr_2_y,acc_3_x,acc_3_y,acc_3_z,gyr_3_x,gyr_3_y
-0.0012467320822157205,-0.000607382296464069,-0.015344394858039637,0.0071607176004184975,0.006041855475353107,0.0031328139501830927,-0.00014385370179412162,-0.014353402690124577,0.00607382296464069,0.006761123984323715,-0.0003036911482320345,-0.015056687454451394,-0.0045873347127681,0.006713172750392341,0.00669718900574855
-0.06806926527594823,-0.03392916949272291,-0.8531199674850947,0.39788289532338733,0.3361877108562005,0.17353931024245517,-0.007550454845146607,-0.7988378072285156,0.3377252879521376,0.37589000192847605,-0.017044503469580412,-0.838051025284089,-0.25599036454671514,0.37320801828544137,0.37238328663121956
-1.3662806838449746,-0.7099782966013928,-17.68061183972338,8.23734514080513,6.976914177595284,3.5743394891207867,-0.14026269103050662,-16.58376196079118,7.000370168879462,7.78952203598493,-0.3584894405306976,-17.400009676549278,-5.338261847225579,7.733366472592396,7.7185041681185504
-10.051759089881912,-5.874376963930405,-142.03450533769848,65.99141472869688,56.24309347662678,28.267548348371932,-0.7815033091936102,-133.7846919655873,56.25997816733555,62.559694187106935,-2.977153688675894,-140.4043522422168,-43.55255697806235,62.09656877973265,62.02241395463468
-26.44321317854089,-21.881515384167688,-480.34278229949723,221.63799273269674,191.73967021163688,92.27613609174871,0.36778489979929024,-456.5538707030817,190.46160594596185,211.38891533042408,-10.611166370651864,-479.18682460590975,-152.4034241682281,209.72161116247707,209.81961816146304
-19.88101008805347,-48.21477586171357,-820.4506089316351,373.1285614007274,332.44209527711143,148.6941063109087,12.487641505725515,-790.8561969234828,326.11534449822295,360.22037608121366,-18.238989903584308,-828.162357437488,-275.33684450499135,356.9943056018279,358.2737770428582
11.684770368166156,-79.33285504897933,-949.1695909412134,423.59649840369497,392.37585070098146,165.32173495847573,38.3486490242032,-926.7380808874897,379.18543957192213,415.37327486381946,-17.330306349333927,-959.7445245510759,-335.4464672870151,410.856683177314,414.3714728636829
29.16311826432694,-96.13411878907796,-971.7290369502433,427.6556001169833,408.70812848714274,174.4084844818736,66.10579488676419,-954.6779411227271,389.10667479354646,423.43754814372056,-12.736856750244154,-965.5660396672242,-346.9608256032186,417.55434325428524,424.36922824324193
35.07924637034332,-89.33903614708649,-990.7779537906534,426.26691401453814,417.72665532914385,189.58748402065777,87.09579802586597,-963.2164926582753,389.97789404971263,423.9766079214026,-10.52329951459149,-951.2779961607091,-338.1259986175745,416.49596881089263,426.49466720379496
29.96703505058115,-63.4292530146939,-1013.2417315755774,424.32841409400254,425.10553584749897,206.04923028162682,107.55827856518897,-962.5465723703569,388.7487017390157,423.0518647670567,-5.668674257392112,-942.6717292300566,-320.5769809675289,415.12858830707705,425.9078831774856
